id_cliente,nome_completo,cpf,data_nascimento,e-mail,telefone,cidade,uf,renda_mensal,segmento,data_cadastro
CLT-0358,Vinícius Carvalho,31072011379,1950-01-01,vinicius.carvalho55@outlook.com,11988592036,Vitória,ES,1467.42,varejo,2016-06-17
CLT-0754,Karina Costa Rocha,53950111525,1983-06-02,karina.rocha59@yahoo.com.br,31985858296,Vitória,ES,19054.81,varejo,2018-12-22
CLT-0161,João Silva,02814069375,1978-09-23,joao.silva97@bol.com.br,19941979625,Fortaleza,CE,16742.53,premium,2021-03-26
CLT-0460,Sofia Gomes,71619827348,1995-03-26,sofia.gomes60@yahoo.com.br,62921581581,Porto Alegre,RS,6078.88,varejo,2022-11-21
CLT-0006,Lucas Rodrigues,36026064746,1987-07-11,lucas.rodrigues13@gmail.com,85989733536,Curitiba,PR,5932.65,varejo,2016-04-24
CLT-0023,Vinícius Teixeira,60576627028,1975-05-18,vinicius.teixeira98@bol.com.br,21982132633,Florianópolis,SC,7697.84,varejo,2018-03-26
CLT-0200,Gabriela Silva,9717911006,1955-08-22,gabriela.silva14@yahoo.com.br,31920158240,Curitiba,PR,5033.61,private,2024-07-09
CLT-0366,Fátima Cardoso,34606056035,1965-06-20,fatima.cardoso98@gmail.com,41930868853,Fortaleza,CE,26589.31,premium,2024-02-13
CLT-0073,Rafaela Almeida Santos,83285691463,1956-07-19,rafaela.santos99@yahoo.com.br,71929008428,Goiânia,GO,5310.25,varejo,2018-09-12
CLT-0148,Fátima Rocha,73938525800,1990-07-04,fatima.rocha56@bol.com.br,21996052702,Vitória,ES,3319.69,varejo,2021-09-05
CLT-0476,Ana Carvalho,32614543079,1971-06-28,ANA.CARVALHO@HOTMAIL.COM,,Vitória,ES,17763.65,premium,2015-05-29
CLT-0674,Mariana Rodrigues Ribeiro,08654243826,1983-12-18,mariana.ribeiro31@outlook.com,85964026628,Vitória,ES,49503.11,varejo,2022-08-17
CLT-0695,Priscila Dias,64534965515,1974-08-19,priscila.dias50@hotmail.com,21976078218,Belo Horizonte,MG,2242.79,premium,2015-07-03
CLT-0761,Thiago Ferreira,59476121893,1952-12-29,thiago.ferreira20@gmail.com,19934168825,Rio De Janeiro,RJ,11017.72,varejo,2015-04-27
CLT-0685,Natália Lima,5183025853,1970-09-04,natalia.lima53@yahoo.com.br,61997572286,Belém,PA,7401.79,varejo,2023-03-07
CLT-0153,Henrique Rocha,02196207100,1979-02-02,henrique.rocha43@gmail.com,19956487819,Recife,PE,4135.57,varejo,2025-09-04
CLT-0582,Paulo Teixeira,71918986646,1968-10-07,paulo.teixeira47@hotmail.com,71930164851,Belo Horizonte,MG,59500.56,varejo,2026-06-02
CLT-0263,Thiago Silva,84745705458,1992-05-07,thiago.silva30@bol.com.br,47989352847,Florianópolis,SC,17303.08,varejo,2015-06-19
CLT-0068,Natália Souza,74517133959,1999-04-27,natalia.souza98@yahoo.com.br,31943854390,Campinas,SP,7953.99,varejo,2021-04-21
CLT-0295,Diego Teixeira,21610705184,2006-04-02,diego.teixeira61@bol.com.br,47912736450,Manaus,AM,3671.87,premium,2022-05-02
CLT-0647,Isabela Rocha,28836368850,1977-09-02,,,Belo Horizonte,MG,2902.64,varejo,2018-07-25
CLT-0147,Paulo Lima Pereira,50410276747,1990-01-26,paulo.pereira20@yahoo.com.br,85948287222,Belém,PA,5358.27,varejo,2020-11-21
CLT-0201,Helena Ferreira Moreira,09193928456,1976-06-16,helena.moreira80@bol.com.br,31949833255,Goiânia,GO,16109.31,varejo,2021-12-28
CLT-0351,Yasmin Dias,00000000000,2056-02-01,yasmin.dias2@outlook.com,62948246120,São Paulo,SP,2689.32,varejo,2025-05-09
CLT-0051,Vera Souza Martins,54932966851,1975-12-21,vera.martins65@yahoo.com.br,,Recife,PE,,premium,2020-04-13
CLT-0778,Larissa Carvalho Cardoso,57356232770,1952-10-08,,61996956840,Belo Horizonte,MG,17886.55,premium,2016-05-13
CLT-0035,Felipe Moreira,51820377889,1956-11-19,,51973477697,São Paulo,SP,6072.46,private,2016-04-03
CLT-0056,Olívia Gomes,30469901398,1971-08-15,olivia.gomes68@hotmail.com,61959671251,Belo Horizonte,MG,23162.82,premium,2017-08-19
CLT-0064,Larissa Teixeira,96561014388,2003-08-24,larissa.teixeira47@bol.com.br,41983037129,Florianópolis,SC,9312.43,varejo,2026-03-23
CLT-0807,Vinícius Gomes,90937164581,1987-01-31,vinicius.gomes61@bol.com.br,81950455454,Curitiba,PR,23654.63,premium,2021-09-24
CLT-0797,Eduarda Gomes,88523774877,1960-09-12,eduarda.gomes65@hotmail.com,85929823408,Campinas,SP,12358.89,premium,2017-02-15
CLT-0269,Tatiane Carvalho Souza,58835868122,1991-08-17,TATIANE.SOUZA85@BOL.COM.BR,61985283294,Porto Alegre,RS,25572.14,varejo,2021-10-17
CLT-0403,Fátima Gomes,2790504043,1992-02-25,fatima.gomes3@hotmail.com,61941839621,Belém,PA,5157.67,premium,2017-09-27
CLT-0335,Lucas Carvalho,29821739295,2001-06-30,,,Belém,PA,19496.38,private,2016-06-20
CLT-0568,Priscila Carvalho Araújo,54662323606,1972-12-14,priscila.araujo90@outlook.com,47996667680,Salvador,BA,24754.26,private,2023-05-13
CLT-0069,Sofia Rodrigues,36729466711,1975-12-16,sofia.rodrigues53@gmail.com,,Belo Horizonte,MG,7401.71,varejo,2015-01-21
CLT-0110,Larissa Freitas,43009818063,1970-03-08,LARISSA.FREITAS@HOTMAIL.COM,61927463535,Salvador,BA,10790.15,varejo,2020-10-11
CLT-0735,Natália Moreira,40567712515,1963-10-09,natalia.moreira20@yahoo.com.br,51926759463,Porto Alegre,RS,6343.26,varejo,2026-05-15
CLT-0072,Fátima Araújo,36403761379,2002-11-23,fatima.araujo77@bol.com.br,11969166185,Rio De Janeiro,RJ,8321.89,varejo,2024-09-06
CLT-0120,Wesley Dias,08021442703,1996-07-05,wesley.dias24@hotmail.com,41966017885,Rio De Janeiro,RJ,30885.37,varejo,2023-05-01
CLT-0704,Olívia Araújo,96714803007,1969-02-03,olivia.araujo40@hotmail.com,61981596976,Brasilia,DF,4893.9,varejo,2015-07-26
CLT-0532,Lucas Almeida Costa,53446042276,1991-11-02,lucas.costagmail.com,51972721412,Belo Horizonte,MG,1364.6,varejo,2020-04-22
CLT-0229,Gabriela Barbosa Ferreira,02562588967,1974-07-07,gabriela.ferreira40@bol.com.br,19994143547,Goiânia,GO,14347.52,varejo,2020-12-30
CLT-0052,Érico Dias Ferreira,2795687833,2002-04-04,erico.ferreira91@outlook.com,81996536927,Porto Alegre,RS,6374.2,varejo,2016-05-20
CLT-0053,Yasmin Monteiro,03910651801,1964-10-05,yasmin.monteiro8@yahoo.com.br,51976983948,Belém,PA,14766.93,premium,2024-05-06
CLT-0383,Felipe Lima,55017833258,1987-04-21,felipe.lima64@outlook.com,85942228126,Florianópolis,SC,13014.44,premium,2015-11-19
CLT-0149,Vera Rocha,44717465421,1955-07-02,vera.rochagmail.com,71964501984,São Paulo,SP,5191.81,premium,2018-12-28
CLT-0441,Kevin  Teixeira Rocha,42170285162,1979-11-26,kevin.rocha54@outlook.com,47949837662,Porto Alegre,RS,48814.2,varejo,2015-01-03
CLT-0596,Wesley Monteiro,70847795417,1990-05-26,wesley.monteiro8@gmail.com,,Curitiba,PR,19741.93,premium,2015-11-22
CLT-0717,Otávio Silva,2039221317,1962-05-11,otavio.silva4@yahoo.com.br,,Salvador,BA,41201.36,varejo,2017-12-15
CLT-0702,Gabriela Rodrigues Barbosa,59508374560,1989-02-11,gabriela.barbosa64@bol.com.br,47973612651,Manaus,AM,17846.18,varejo,2015-09-13
CLT-0059,Natália Dias,33410166687,1951-07-16,natalia.dias25@bol.com.br,31923549189,Brasília,DF,11207.9,private,2022-06-06
CLT-0298,Tatiane Almeida,55969051502,1981-02-14,tatiane.almeida27@outlook.com,,Campinas,SP,4673.81,varejo,2025-06-21
CLT-0431,Vinícius Freitas,22946209355,1990-07-11,,21910204516,Brasília,DF,2528.45,varejo,2022-09-29
CLT-0105,Isabela Rocha,36452577754,1982-01-15,isabela.rocha79@outlook.com,19923435597,Campinas,SP,52307.99,varejo,2019-05-29
CLT-0037,Wesley Costa,38347359774,1980-03-19,wesley.costa93@yahoo.com.br,71936554271,Vitória,ES,16635.03,premium,2020-10-08
CLT-0680,Samuel Araújo,75944348529,1977-01-17,samuel.araujo51@yahoo.com.br,62985315157,Curitiba,PR,56069.15,premium,2020-05-20
CLT-0189,Kevin Monteiro,0290846684,1986-09-21,,51996473406,Belo Horizonte,MG,7746.39,varejo,2019-08-08
CLT-0522,Renato Lima Costa,32611890034,1974-11-09,renato.costa23@outlook.com,62972504524,Goiânia,GO,,varejo,2025-01-23
CLT-0624,Yasmin Araújo,45289860610,1999-07-28,yasmin.araujo36@hotmail.com,41948268411,São Paulo,SP,44109.71,varejo,2015-12-21
CLT-0192,Isabela Lima,40821545447,1995-05-18,ISABELA.LIMA61@GMAIL.COM,,Recife,PE,58072.87,varejo,2021-11-05
CLT-0402,Otávio  Teixeira,70646255402,1965-01-05,otavio.teixeira97@hotmail.com,19970466569,Recife,PE,14339.85,private,2019-04-20
CLT-0008,Débora Oliveira Ferreira,82449353487,1998-03-27,debora.ferreira84@bol.com.br,11925127939,Campinas,SP,7176.97,varejo,2022-06-25
CLT-0541,Renato Oliveira Oliveira,73855128177,1970-09-25,renato.oliveira64@yahoo.com.br,41970969155,Recife,PE,52810.52,premium,2020-10-27
CLT-0066,Samuel Freitas Dias,91557924991,1984-11-19,samuel.dias24@outlook.com,41960032916,Belém,PA,11148.24,varejo,2026-06-16
CLT-0260,Fátima Almeida Lima,79836314624,1969-01-23,fatima.lima98@outlook.com,21934138552,Rio De Janeiro,RJ,6448.8,varejo,2020-05-24
CLT-0623,Tatiane Lima,78037891213,1973-07-25,,,Brasília,DF,1487.01,varejo,2024-01-11
CLT-0770,Érico Oliveira,60855717490,1953-07-13,erico.oliveira57@yahoo.com.br,47974059457,Manaus,AM,51334.71,varejo,2015-10-13
CLT-0581,Helena Souza Ribeiro,85015301731,1986-07-20,helena.ribeiro82@hotmail.com,61979341884,Campinas,SP,12873.26,premium,2016-05-21
CLT-0112,Gustavo Moreira,83920530214,1984-06-24,gustavo.moreira64@yahoo.com.br,71976424281,Salvador,BA,7327.55,varejo,2016-07-16
CLT-0567,Ana Campos Campos,28497603967,1996-10-28,ana.campos48@hotmail.com,51949697151,Belo Horizonte,MG,3583.55,varejo,2021-11-30
CLT-0820,Fátima Costa,48882372544,2000-08-11,fatima.costa56@hotmail.com,61943196356,Goiânia,GO,13681.66,premium,2019-03-09
CLT-0181,Tatiane Pereira Pereira,04165915201,1961-03-02,tatiane.pereira1@bol.com.br,81984395412,Rio De Janeiro,RJ,,premium,2025-02-28
CLT-0487,Gustavo Araújo,9393449743,2004-11-17,gustavo.araujo38@hotmail.com,51912819615,Campinas,SP,1976.26,varejo,2018-04-11
CLT-0713,Carla Teixeira,59476111079,1997-06-11,carla.teixeira45@yahoo.com.br,81969315750,São Paulo,SP,39345.95,varejo,2022-08-28
CLT-0639,Karina Barbosa,30285327276,1975-04-30,karina.barbosa9@outlook.com,19946365178,Campinas,SP,4704.58,varejo,2016-05-16
CLT-0108,Vera Dias,80920242869,1982-07-01,vera.dias62@hotmail.com,62956442404,Curitiba,PR,6412.67,varejo,2025-07-28
CLT-0432,Samuel Almeida Ribeiro,06159273874,1958-09-20,samuel.ribeiro17@hotmail.com,11982592398,Manaus,AM,4667.11,varejo,2015-07-03
CLT-0114,César Oliveira Cardoso,95211179080,1973-08-17,cesar.cardoso96@hotmail.com,61990665501,Recife,PE,4398.5,varejo,2026-06-19
CLT-0244,Felipe Monteiro Barbosa,56341115950,1970-05-24,felipe.barbosa24@bol.com.br,21920704471,Vitoria,ES,39096.65,premium,2021-07-12
CLT-0679,Marcos Carvalho Araújo,68963318123,1976-05-16,marcos.araujo19@gmail.com,71924548811,Campinas,SP,10587.58,varejo,2016-01-27
CLT-0142,Sofia Costa,61539669583,2004-03-24,sofia.costagmail.com,62989722873,Belo Horizonte,MG,5574.39,varejo,2017-10-03
CLT-0022,Isabela Gomes,27484677378,1999-10-04,isabela.gomes21@outlook.com,47993273236,Florianópolis,SC,2511.85,varejo,2024-04-22
CLT-0288,Bruno Freitas,41118600892,1953-03-28,bruno.freitas30@hotmail.com,71941836114,Brasília,DF,35114.27,varejo,2015-11-07
CLT-0156,Kevin Carvalho,7740633569,1959-12-20,kevin.carvalho79@hotmail.com,,Campinas,SP,36467.85,premium,2025-07-22
CLT-0800,Larissa Teixeira,64525733090,1994-09-18,larissa.teixeira20@gmail.com,51916427243,Fortaleza,CE,7887.36,varejo,2026-07-20
CLT-0709,César Rocha Souza,07421531936,2007-11-19,cesar.souzagmail.com,61938157578,Manaus,AM,6013.94,varejo,2017-07-15
CLT-0127,Igor Ribeiro,06799813646,1981-03-19,igor.ribeiro82@yahoo.com.br,81918079980,São Paulo,SP,11831.8,varejo,2026-04-03
CLT-0062,Tatiane Ribeiro,71543799371,1951-09-02,tatiane.ribeiro22@yahoo.com.br,71964437224,Florianópolis,SC,4710.14,varejo,2022-07-05
CLT-0096,Karina Monteiro Lima,71775170166,1963-05-04,karina.lima36@gmail.com,21959909328,Curitiba,PR,2415.24,varejo,2025-03-26
CLT-0514,Vera Carvalho,68112303885,2007-10-05,vera.carvalho34@outlook.com,21923425026,Porto Alegre,RS,28244.43,premium,2016-10-15
CLT-0207,Gustavo Teixeira,15366377805,1986-03-25,gustavo.teixeira30@hotmail.com,51911589188,Porto Alegre,RS,43480.15,premium,2022-08-15
CLT-0687,Karina Souza,14613315553,1977-12-20,karina.souza7@bol.com.br,61946611638,Curitiba,PR,32575.79,private,2021-08-28
CLT-0274,Larissa Santos,31903689003,1999-07-27,LARISSA.SANTOS@HOTMAIL.COM,31981853958,Vitória,ES,18842.62,varejo,2020-06-23
CLT-0499,Vinícius Gomes Freitas,64641962342,1973-08-07,vinicius.freitas65@yahoo.com.br,71933723933,Campinas,SP,10934.62,premium,2021-11-08
CLT-0111,Nicolas Ribeiro,21386589026,1985-08-28,nicolas.ribeiro74@outlook.com,,Recife,PE,3003.23,premium,2016-08-06
CLT-0273,Isabela Almeida,91872401078,1955-01-05,isabela.almeida10@bol.com.br,81959714731,Recife,PE,3289.51,private,2019-05-27
CLT-0518,Felipe Barbosa Rodrigues,51038802730,1980-10-13,felipe.rodrigues80@yahoo.com.br,,Goiânia,GO,18699.72,varejo,2017-04-19
CLT-0192,Isabela Lima,40821545447,1995-05-18,isabela.lima61@gmail.com,,Recife,PE,58072.87,varejo,2021-11-05
CLT-0477,Otávio Araújo,87447017320,1994-06-21,OTAVIO.ARAUJO@HOTMAIL.COM,,Goiânia,GO,9877.02,premium,2017-12-17
CLT-0732,Renato Almeida,16456059563,2004-04-07,renato.almeida49@bol.com.br,,Porto Alegre,RS,12470.89,premium,2019-09-13
CLT-0818,João Martins,20535313184,1980-07-09,joao.martins67@bol.com.br,61947675721,Porto Alegre,RS,8750.23,private,2017-05-11
CLT-0017,Débora  Rodrigues,43634957885,1969-11-01,debora.rodrigues11@hotmail.com,61967648434,Vitória,ES,47624.37,varejo,2017-09-15
CLT-0600,Priscila Carvalho Souza,44568446794,1970-08-05,priscila.souza96@gmail.com,,Manaus,AM,2582.11,premium,2016-06-27
CLT-0144,Renato Araújo Souza,56242201027,1983-02-15,renato.souza41@yahoo.com.br,31923873248,Belo Horizonte,MG,5458.36,varejo,2025-03-24
CLT-0385,Diego Lima,70124244626,2003-07-11,diego.lima50@bol.com.br,,Vitória,ES,20568.45,varejo,2016-07-15
CLT-0530,Yasmin Barbosa Teixeira,81822387940,2074-01-12,yasmin.teixeira56@yahoo.com.br,31915519697,Curitiba,PR,1626.19,premium,2026-02-22
CLT-0708,Carla Gomes,49674199160,2063-03-20,carla.gomes74@hotmail.com,41913347339,Belo Horizonte,MG,16055.44,premium,2015-09-29
CLT-0454,Yasmin Gomes,45967150066,1967-06-30,,71954012507,Florianópolis,SC,7975.63,varejo,2023-10-25
CLT-0648,Mariana Carvalho,59812559777,2001-02-15,mariana.carvalho83@bol.com.br,47991267228,Recife,PE,19609.47,varejo,2019-03-20
CLT-0327,Kevin Ribeiro,60144485645,1960-02-15,kevin.ribeiro14@gmail.com,81949779109,São Paulo,SP,34501.98,premium,2020-12-17
CLT-0117,Débora Martins,25355449647,2075-07-15,debora.martins81@hotmail.com,62995358377,Campinas,SP,36872.66,premium,2015-09-07
CLT-0162,Yasmin Moreira Moreira,76742662991,1957-03-11,yasmin.moreira92@yahoo.com.br,,Rio De Janeiro,RJ,34054.2,premium,2023-06-06
CLT-0204,Nicolas Gomes,55963099384,2031-12-05,nicolas.gomes80@yahoo.com.br,11955883071,Belo Horizonte,MG,3794.2,varejo,2025-12-19
CLT-0340,Yasmin Santos,70713984822,1968-11-17,yasmin.santos26@gmail.com,21920677716,Florianópolis,SC,,premium,2022-03-20
CLT-0658,Rafaela Costa,34369531029,1972-06-02,rafaela.costagmail.com,19927566254,Florianópolis,SC,8291.39,varejo,2017-07-28
CLT-0287,Carla Gomes,55810835832,1980-06-27,CARLA.GOMES@HOTMAIL.COM,62947575754,São Paulo,SP,3430.16,premium,2022-06-08
CLT-0798,Larissa Teixeira Teixeira,68210037090,1999-05-26,larissa.teixeira56@outlook.com,81995221995,Florianópolis,SC,14591.77,varejo,2024-08-05
CLT-0427,Érico Dias,43095449791,1979-03-02,erico.dias35@yahoo.com.br,47981891044,Brasília,DF,49746.4,varejo,2016-07-26
CLT-0254,Samuel Oliveira,36170617136,1954-08-23,samuel.oliveira77@gmail.com,81936393945,Florianópolis,SC,23711.09,premium,2015-09-15
CLT-0328,Vera Teixeira,05779806603,2000-04-20,vera.teixeira83@gmail.com,,Florianópolis,SC,34428.03,premium,2025-03-29
CLT-0721,João Teixeira,16397149207,2070-09-05,joao.teixeira44@bol.com.br,,Manaus,AM,12124.05,private,2025-06-28
CLT-0408,Érico Carvalho Dias,26999699648,2005-02-17,erico.dias91@gmail.com,62984742468,Curitiba,PR,20630.93,private,2023-03-19
CLT-0654,Helena Costa,12794337953,1955-10-09,helena.costa1@outlook.com,21928293330,Goiânia,GO,10219.9,varejo,2015-08-28
CLT-0316,Érico Carvalho,48840215573,1998-04-04,erico.carvalho53@hotmail.com,81969346456,São Paulo,SP,42473.46,varejo,2020-10-22
CLT-0067,Lucas Lima,68876767721,1987-12-15,lucas.lima18@hotmail.com,41957851535,Campinas,SP,1992.08,varejo,2018-09-10
CLT-0620,João Barbosa,68624087100,1990-11-18,joao.barbosa61@gmail.com,71977039871,Belo Horizonte,MG,18308.26,varejo,2017-04-01
CLT-0164,Yasmin Carvalho Dias,28554451895,1973-04-14,yasmin.dias46@gmail.com,85956107111,Vitória,ES,5883.26,premium,2018-08-28
CLT-0130,Fátima Monteiro,2055543840,2070-09-27,fatima.monteiro65@yahoo.com.br,11955904695,São Paulo,SP,8477.03,varejo,2018-01-29
CLT-0323,Yasmin Ribeiro,97753967379,1961-10-25,yasmin.ribeiro81@gmail.com,,Fortaleza,CE,7907.89,varejo,2019-07-03
CLT-0789,Priscila Freitas,58258545513,1980-04-16,priscila.freitas84@hotmail.com,,Curitiba,PR,53629.18,varejo,2018-09-14
CLT-0123,Tatiane Cardoso,86209593518,2000-02-26,tatiane.cardoso77@bol.com.br,19991513525,São Paulo,SP,13392.61,varejo,2022-03-23
CLT-0637,Fátima Monteiro,01685647177,1986-05-24,FATIMA.MONTEIRO@HOTMAIL.COM,47916093535,Porto Alegre,RS,2433.11,varejo,2017-04-21
CLT-0179,Yasmin Dias Barbosa,64652809242,2057-10-09,yasmin.barbosa13@bol.com.br,81931612468,Belem,PA,1429.26,varejo,2018-07-03
CLT-0041,Marcos Dias,79627570596,1966-05-10,marcos.diasgmail.com,11922297655,Belém,PA,2625.4,varejo,2018-03-08
CLT-0660,Diego Silva,58676030409,1978-06-07,diego.silva72@yahoo.com.br,51976868524,Curitiba,PR,10556.56,premium,2016-07-17
CLT-0334,Gustavo Almeida Ferreira,80056409951,1972-10-08,GUSTAVO.FERREIRA@HOTMAIL.COM,47991623978,Porto Alegre,RS,8730.81,varejo,2017-05-03
CLT-0325,Karina Nascimento,67752401484,1958-12-26,karina.nascimento79@yahoo.com.br,47920941970,Brasília,DF,19508.68,varejo,2025-10-14
CLT-0299,Sofia Dias,96902824983,2003-04-03,sofia.dias87@yahoo.com.br,31931286458,Florianópolis,SC,1960.38,varejo,2017-10-01
CLT-0814,Lucas Martins Araújo,89109619680,2005-02-19,lucas.araujo8@yahoo.com.br,61936752459,Manaus,AM,17488.55,premium,2019-11-14
CLT-0391,Thiago Souza Rocha,10615372215,1972-09-10,,19995015506,Rio De Janeiro,RJ,1458.84,varejo,2018-10-04
CLT-0198,Kevin Araújo,04793036149,1961-12-03,kevin.araujo46@hotmail.com,41938752070,Vitória,ES,6260.49,private,2017-09-11
CLT-0570,Otávio Rodrigues,76291430491,1954-05-20,otavio.rodrigues98@bol.com.br,41994639121,Curitiba,PR,1486.2,varejo,2025-07-17
CLT-0405,Vera Monteiro Silva,52014911894,1987-03-27,vera.silva37@bol.com.br,41975049681,São Paulo,SP,6761.5,varejo,2018-02-15
CLT-0266,Thiago Costa,5857567667,1978-07-12,thiago.costagmail.com,71924483303,Campinas,SP,35038.64,varejo,2020-06-10
CLT-0401,Vera Moreira Cardoso,88044287738,1954-04-10,vera.cardoso68@hotmail.com,41996562051,Brasília,DF,57125.54,varejo,2016-06-20
CLT-0136,Lucas Pereira Rocha,81472145868,1979-09-15,lucas.rocha59@bol.com.br,,São Paulo,SP,32912.87,premium,2021-06-10
CLT-0439,Priscila Monteiro,88397857082,1952-05-01,priscila.monteiro70@yahoo.com.br,85917677861,Belém,PA,50313.31,private,2017-06-02
CLT-0698,Débora Martins,39567844607,1957-02-09,debora.martins87@yahoo.com.br,11988726626,Salvador,BA,7436.38,varejo,2017-03-30
CLT-0180,Samuel Campos,70320320742,1994-10-15,samuel.campos67@outlook.com,81916688233,Salvador,BA,4242.43,varejo,2025-11-18
CLT-0379,João Cardoso Ferreira,71506662670,2003-01-31,joao.ferreira13@bol.com.br,51948618971,Manaus,AM,12798.21,varejo,2023-11-21
CLT-0337,Felipe Gomes,6882850317,1966-11-15,,21943359114,Manaus,AM,1361.52,premium,2015-08-05
CLT-0561,Gustavo Lima,19087886538,1952-06-05,gustavo.lima16@bol.com.br,11973448712,Campinas,SP,36412.5,private,2019-02-08
CLT-0559,Yasmin Lima,47614378844,2006-02-22,yasmin.lima78@gmail.com,62971462349,Curitiba,PR,3137.5,varejo,2022-11-18
CLT-0804,Kevin Moreira Moreira,10250666860,2007-01-11,kevin.moreira11@outlook.com,51990977841,Belo Horizonte,MG,34965.24,private,2024-11-08
CLT-0819,Thiago Rodrigues,37798240211,1963-03-07,thiago.rodrigues83@gmail.com,41925194555,Manaus,AM,57049.52,varejo,2016-10-23
CLT-0592,Priscila Moreira,79724528413,1954-05-09,priscila.moreiragmail.com,85912155895,São Paulo,SP,1892.05,premium,2019-04-08
CLT-0449,Isabela Souza,23112327489,1977-10-16,isabela.souza35@gmail.com,81923908385,Porto Alegre,RS,11053.58,premium,2019-08-17
CLT-0087,Juliana Almeida,30307053457,1966-11-11,juliana.almeidagmail.com,21915004963,Recife,PE,3041.28,varejo,2018-12-25
CLT-0027,Fátima Nascimento,04711382675,2002-11-06,fatima.nascimento79@hotmail.com,85978663531,Fortaleza,CE,48043.09,varejo,2025-12-22
CLT-0255,Otávio  Campos Rodrigues,24473158477,2005-01-31,otavio.rodrigues20@hotmail.com,41950973833,Salvador,BA,4016.55,varejo,2021-04-21
CLT-0794,César Dias,75627528001,2001-05-03,cesar.dias33@outlook.com,62920958320,Manaus,AM,2648.72,private,2021-05-20
CLT-0141,Débora Gomes,77332945625,2005-04-17,debora.gomes98@yahoo.com.br,81989871495,Campinas,SP,2549.14,varejo,2025-09-26
CLT-0603,Nicolas Dias,26509962183,2000-06-17,nicolas.dias93@hotmail.com,21971857807,São Paulo,SP,4798.77,premium,2015-01-13
CLT-0433,Gabriela Martins,67975649157,1997-08-23,,61970945670,Belo Horizonte,MG,2842.64,premium,2020-09-07
CLT-0109,João Teixeira,62912799088,2003-11-27,joao.teixeira59@bol.com.br,19931359835,Belo Horizonte,MG,4534.16,varejo,2024-09-04
CLT-0151,Sofia Cardoso,06346157173,1960-11-15,sofia.cardoso12@outlook.com,62949079015,São Paulo,SP,8965.48,premium,2021-11-25
CLT-0786,Mariana Souza,36670417103,2064-02-27,mariana.souzagmail.com,21928869293,Goiânia,GO,4944.2,varejo,2015-10-20
CLT-0246,Natália Monteiro,91297102481,1964-06-13,natalia.monteiro38@outlook.com,31958433645,Curitiba,PR,48510.5,varejo,2022-04-12
CLT-0194,Otávio Almeida,5690705626,2001-02-27,otavio.almeida3@outlook.com,,Campinas,SP,55506.23,varejo,2021-05-26
CLT-0257,César Almeida,65533077046,1950-12-24,cesar.almeida68@hotmail.com,47963557272,Salvador,BA,,varejo,2015-08-02
CLT-0178,Gustavo Moreira,34476263934,1954-06-20,GUSTAVO.MOREIRA@HOTMAIL.COM,31976933391,Fortaleza,CE,38148.31,varejo,2020-04-13
CLT-0103,Kevin Dias,80919015814,1952-02-18,kevin.dias74@hotmail.com,21956128170,Rio De Janeiro,RJ,13413.51,varejo,2015-09-10
CLT-0243,Gabriela  Rocha Teixeira,8476570412,1952-05-13,gabriela.teixeira11@hotmail.com,31992453627,Manaus,AM,6061.32,varejo,2025-03-10
CLT-0489,Vinícius Rodrigues,56589635957,1953-11-07,vinicius.rodrigues7@gmail.com,,Belo Horizonte,MG,1611.16,varejo,2023-02-01
CLT-0553,Vinícius Freitas,02578464085,1950-01-09,vinicius.freitas27@hotmail.com,61996399690,Brasília,DF,2966.62,varejo,2018-08-11
CLT-0459,Priscila Freitas,15261053709,1984-10-12,priscila.freitas90@gmail.com,81921618048,Belo Horizonte,MG,44416.74,premium,2015-07-02
CLT-0666,Henrique Monteiro Almeida,49979905221,1961-05-07,henrique.almeida52@gmail.com,,Rio De Janeiro,RJ,16125.74,premium,2017-02-16
CLT-0018,Nicolas Campos,84271094777,1967-09-03,NICOLAS.CAMPOS@HOTMAIL.COM,51988272869,Salvador,BA,4523.67,varejo,2016-08-29
CLT-0033,Yasmin Souza Silva,96641605297,2068-12-13,yasmin.silva72@outlook.com,21981552734,São Paulo,SP,1458.57,premium,2016-06-10
CLT-0692,Isabela Costa,99038035148,1987-05-21,isabela.costa49@gmail.com,,Recife,PE,46616.37,private,2021-11-28
CLT-0282,Henrique Martins,72298120995,1976-04-27,,61981853895,Salvador,BA,36354.99,premium,2017-04-03
CLT-0352,Isabela Martins,18779417634,1967-10-06,isabela.martins32@yahoo.com.br,11987615040,Brasília,DF,,premium,2025-10-28
CLT-0048,Larissa Rodrigues,13075626368,2003-07-21,larissa.rodrigues22@bol.com.br,62920203262,Campinas,SP,6288.81,varejo,2025-09-23
CLT-0275,Priscila Almeida Lima,10569741328,1960-12-24,priscila.lima39@outlook.com,41930117101,Belo Horizonte,MG,15843.73,varejo,2015-10-21
CLT-0353,Yasmin Moreira,04432400615,1993-06-26,yasmin.moreira38@gmail.com,31983187259,Florianópolis,SC,31298.25,varejo,2022-01-17
CLT-0283,Yasmin Barbosa,77324491342,1975-08-05,yasmin.barbosa27@yahoo.com.br,85937661448,Fortaleza,CE,,varejo,2015-02-24
CLT-0378,Carla Rodrigues Campos,49885582984,1968-11-23,carla.campos87@yahoo.com.br,41947061364,Belém,PA,17740.28,premium,2026-05-31
CLT-0209,Diego Araújo,67299493874,1990-10-16,DIEGO.ARAUJO@HOTMAIL.COM,81920487541,Curitiba,PR,5652.13,varejo,2022-05-18
